cp,municipio,provincia,ccaa
09248,Briviesca,Burgos,Castilla y León
09248,Carrias,Burgos,Castilla y León
09248,Prádanos de Bureba,Burgos,Castilla y León
09248,Reinoso,Burgos,Castilla y León
09249,Aguilar de Bureba,Burgos,Castilla y León
09249,Los Barrios de Bureba,Burgos,Castilla y León
09249,Briviesca,Burgos,Castilla y León
09249,Navas de Bureba,Burgos,Castilla y León
09249,Oña,Burgos,Castilla y León
09249,La Vid de Bureba,Burgos,Castilla y León
09249,Vileña,Burgos,Castilla y León
09250,Belorado,Burgos,Castilla y León
09251,Cubo de Bureba,Burgos,Castilla y León
09252,Miraveche,Burgos,Castilla y León
09253,Cascajares de Bureba,Burgos,Castilla y León
09257,Villafranca Montes de Oca,Burgos,Castilla y León
09258,Alcocero de Mola,Burgos,Castilla y León
09258,Belorado,Burgos,Castilla y León
09258,Castil de Peones,Burgos,Castilla y León
09258,Espinosa del Camino,Burgos,Castilla y León
09258,Tosantos,Burgos,Castilla y León
09258,Valle de Oca,Burgos,Castilla y León
09258,Villafranca Montes de Oca,Burgos,Castilla y León
09258,Villambistia,Burgos,Castilla y León
09259,Bascuñana,Burgos,Castilla y León
09259,Castildelgado,Burgos,Castilla y León
09259,Fresneña,Burgos,Castilla y León
09259,Ibrillos,Burgos,Castilla y León
09259,Redecilla del Camino,Burgos,Castilla y León
09259,Redecilla del Campo,Burgos,Castilla y León
09259,Viloria de Rioja,Burgos,Castilla y León
09260,Pradoluengo,Burgos,Castilla y León
09267,Belorado,Burgos,Castilla y León
09267,Fresneda de la Sierra Tirón,Burgos,Castilla y León
09268,Pradoluengo,Burgos,Castilla y León
09268,Rábanos,Burgos,Castilla y León
09268,Santa Cruz del Valle Urbión,Burgos,Castilla y León
09268,San Vicente del Valle,Burgos,Castilla y León
09268,Valmala,Burgos,Castilla y León
09268,Villagalijo,Burgos,Castilla y León
09269,Rábanos,Burgos,Castilla y León
09270,Cerezo de Río Tirón,Burgos,Castilla y León
09270,Redecilla del Campo,Burgos,Castilla y León
09271,Quintanilla San García,Burgos,Castilla y León
09272,Belorado,Burgos,Castilla y León
09272,Fresno de Río Tirón,Burgos,Castilla y León
09280,Encío,Burgos,Castilla y León
09280,Pancorbo,Burgos,Castilla y León
09290,Fresno de Rodilla,Burgos,Castilla y León
09290,Quintanapalla,Burgos,Castilla y León
09292,Arraya de Oca,Burgos,Castilla y León
09292,Briviesca,Burgos,Castilla y León
09292,Cerratón de Juarros,Burgos,Castilla y León
09292,Monasterio de Rodilla,Burgos,Castilla y León
09292,Quintanavides,Burgos,Castilla y León
09292,Santa María del Invierno,Burgos,Castilla y León
09292,Santa Olalla de Bureba,Burgos,Castilla y León
09292,Villaescusa la Sombría,Burgos,Castilla y León
09293,Bugedo,Burgos,Castilla y León
09293,Miranda de Ebro,Burgos,Castilla y León
09294,Condado de Treviño,Burgos,Castilla y León
09294,La Puebla de Arganzón,Burgos,Castilla y León
09300,Roa,Burgos,Castilla y León
09310,Torresandino,Burgos,Castilla y León
09310,Tórtoles de Esgueva,Burgos,Castilla y León
09310,Villatuelda,Burgos,Castilla y León
09311,La Horra,Burgos,Castilla y León
09311,Olmedillo de Roa,Burgos,Castilla y León
09312,Tórtoles de Esgueva,Burgos,Castilla y León
09313,Anguix,Burgos,Castilla y León
09314,Pedrosa de Duero,Burgos,Castilla y León
09314,Villaescusa de Roa,Burgos,Castilla y León
09315,Fuentecén,Burgos,Castilla y León
09315,Fuentemolinos,Burgos,Castilla y León
09316,Berlangas de Roa,Burgos,Castilla y León
09316,Hoyales de Roa,Burgos,Castilla y León
09317,Mambrilla de Castrejón,Burgos,Castilla y León
09317,Pedrosa de Duero,Burgos,Castilla y León
09317,San Martín de Rubiales,Burgos,Castilla y León
09318,Fuentelisendo,Burgos,Castilla y León
09318,Nava de Roa,Burgos,Castilla y León
09318,Valdezate,Burgos,Castilla y León
09319,La Cueva de Roa,Burgos,Castilla y León
09320,Cogollos,Burgos,Castilla y León
09320,Madrigal del Monte,Burgos,Castilla y León
09320,Valdorros,Burgos,Castilla y León
09338,Valles de Palenzuela,Burgos,Castilla y León
09339,Villamayor de los Montes,Burgos,Castilla y León
09339,Villangómez,Burgos,Castilla y León
09339,Villaverde del Monte,Burgos,Castilla y León
09339,Zael,Burgos,Castilla y León
09340,Lerma,Burgos,Castilla y León
09341,Lerma,Burgos,Castilla y León
09341,Santa Cecilia,Burgos,Castilla y León
09341,Tordómar,Burgos,Castilla y León
09342,Peral de Arlanza,Burgos,Castilla y León
09342,Santa María del Campo,Burgos,Castilla y León
09342,Torrepadre,Burgos,Castilla y León
09343,Villahoz,Burgos,Castilla y León
09344,Royuela de Río Franco,Burgos,Castilla y León
09344,Villafruela,Burgos,Castilla y León
09345,Avellanosa de Muñó,Burgos,Castilla y León
09345,Iglesiarrubia,Burgos,Castilla y León
09345,Royuela de Río Franco,Burgos,Castilla y León
09345,Torrepadre,Burgos,Castilla y León
09346,Covarrubias,Burgos,Castilla y León
09346,Mecerreyes,Burgos,Castilla y León
09347,Covarrubias,Burgos,Castilla y León
09347,Lerma,Burgos,Castilla y León
09347,Puentedura,Burgos,Castilla y León
09347,Retuerta,Burgos,Castilla y León
09347,Quintanilla del Agua y Tordueles,Burgos,Castilla y León
09348,Cebrecos,Burgos,Castilla y León
09348,Lerma,Burgos,Castilla y León
09348,Nebreda,Burgos,Castilla y León
09348,Quintanilla del Coco,Burgos,Castilla y León
09348,Solarana,Burgos,Castilla y León
09349,Cilleruelo de Abajo,Burgos,Castilla y León
09349,Cilleruelo de Arriba,Burgos,Castilla y León
09349,Fontioso,Burgos,Castilla y León
09349,Lerma,Burgos,Castilla y León
09349,Pineda Trasmonte,Burgos,Castilla y León
09349,Quintanilla de la Mata,Burgos,Castilla y León
09350,Bahabón de Esgueva,Burgos,Castilla y León
09350,Cabañes de Esgueva,Burgos,Castilla y León
09350,Oquillas,Burgos,Castilla y León
09350,Santibáñez de Esgueva,Burgos,Castilla y León
09351,Los Ausines,Burgos,Castilla y León
09351,Hontoria de la Cantera,Burgos,Castilla y León
09352,Cubillo del Campo,Burgos,Castilla y León
09353,Santa María del Mercadillo,Burgos,Castilla y León
09354,Pinilla Trasmonte,Burgos,Castilla y León
09370,Aranda de Duero,Burgos,Castilla y León
09370,Gumiel de Izán,Burgos,Castilla y León
09370,Quintana del Pidio,Burgos,Castilla y León
09390,Madrigalejo del Monte,Burgos,Castilla y León
09390,Santa Inés,Burgos,Castilla y León
09390,Torrecilla del Monte,Burgos,Castilla y León
09390,Villalmanzo,Burgos,Castilla y León
09391,Castrillo de la Vega,Burgos,Castilla y León
09400,Aranda de Duero,Burgos,Castilla y León
09410,Arandilla,Burgos,Castilla y León
09410,Coruña del Conde,Burgos,Castilla y León
09410,Peñaranda de Duero,Burgos,Castilla y León
09430,Huerta de Rey,Burgos,Castilla y León
09440,Sotillo de la Ribera,Burgos,Castilla y León
09441,Sotillo de la Ribera,Burgos,Castilla y León
09442,Terradillos de Esgueva,Burgos,Castilla y León
09443,Gumiel de Mercado,Burgos,Castilla y León
09443,Villalba de Duero,Burgos,Castilla y León
09450,Aranda de Duero,Burgos,Castilla y León
09450,Baños de Valdearados,Burgos,Castilla y León
09450,Hontoria de Valdearados,Burgos,Castilla y León
09450,Villanueva de Gumiel,Burgos,Castilla y León
09451,Arauzo de Miel,Burgos,Castilla y León
09451,Arauzo de Salce,Burgos,Castilla y León
09451,Arauzo de Torre,Burgos,Castilla y León
09451,Caleruega,Burgos,Castilla y León
09453,Tubilla del Lago,Burgos,Castilla y León
09453,Valdeande,Burgos,Castilla y León
09453,Villalbilla de Gumiel,Burgos,Castilla y León
09454,Huerta de Rey,Burgos,Castilla y León
09454,Quemada,Burgos,Castilla y León
09460,Milagros,Burgos,Castilla y León
09461,Fuentenebro,Burgos,Castilla y León
09462,Adrada de Haza,Burgos,Castilla y León
09462,Hontangas,Burgos,Castilla y León
09462,Moradillo de Roa,Burgos,Castilla y León
09462,Pardilla,Burgos,Castilla y León
09462,La Sequera de Haza,Burgos,Castilla y León
09463,Haza,Burgos,Castilla y León
09471,Fuentelcésped,Burgos,Castilla y León
09471,Fuentespina,Burgos,Castilla y León
09471,Santa Cruz de la Salceda,Burgos,Castilla y León
09471,La Vid y Barrios,Burgos,Castilla y León
09490,Aranda de Duero,Burgos,Castilla y León
09490,Brazacorta,Burgos,Castilla y León
09490,Peñaranda de Duero,Burgos,Castilla y León
09490,San Juan del Monte,Burgos,Castilla y León
09490,Zazuar,Burgos,Castilla y León
09491,Fresnillo de las Dueñas,Burgos,Castilla y León
09491,Vadocondes,Burgos,Castilla y León
09491,La Vid y Barrios,Burgos,Castilla y León
09493,Campillo de Aranda,Burgos,Castilla y León
09493,Torregalindo,Burgos,Castilla y León
09500,Medina de Pomar,Burgos,Castilla y León
09510,Junta de Traslaloma,Burgos,Castilla y León
09510,Valle de Losa,Burgos,Castilla y León
09511,Berberana,Burgos,Castilla y León
09511,Junta de Villalba de Losa,Burgos,Castilla y León
09511,Valle de Losa,Burgos,Castilla y León
09512,Medina de Pomar,Burgos,Castilla y León
09512,Valle de Losa,Burgos,Castilla y León
09513,Medina de Pomar,Burgos,Castilla y León
09513,Villarcayo de Merindad de Castilla la Vieja,Burgos,Castilla y León
09514,Junta de Traslaloma,Burgos,Castilla y León
09514,Medina de Pomar,Burgos,Castilla y León
09514,Merindad de Montija,Burgos,Castilla y León
09515,Medina de Pomar,Burgos,Castilla y León
09515,Merindad de Cuesta-Urria,Burgos,Castilla y León
09530,Oña,Burgos,Castilla y León
09540,Trespaderne,Burgos,Castilla y León
09549,Merindad de Cuesta-Urria,Burgos,Castilla y León
09549,Trespaderne,Burgos,Castilla y León
09549,Valle de Tobalina,Burgos,Castilla y León
09550,Villarcayo de Merindad de Castilla la Vieja,Burgos,Castilla y León
09551,Los Altos,Burgos,Castilla y León
09551,Valle de Sedano,Burgos,Castilla y León
09553,Villarcayo de Merindad de Castilla la Vieja,Burgos,Castilla y León
09554,Villarcayo de Merindad de Castilla la Vieja,Burgos,Castilla y León
09555,Villarcayo de Merindad de Castilla la Vieja,Burgos,Castilla y León
09556,Villarcayo de Merindad de Castilla la Vieja,Burgos,Castilla y León
09557,Merindad de Sotoscueva,Burgos,Castilla y León
09557,Merindad de Valdeporres,Burgos,Castilla y León
09557,Villarcayo de Merindad de Castilla la Vieja,Burgos,Castilla y León
09558,Valle de Manzanedo,Burgos,Castilla y León
09558,Villarcayo de Merindad de Castilla la Vieja,Burgos,Castilla y León
09559,Los Altos,Burgos,Castilla y León
09559,Merindad de Valdivielso,Burgos,Castilla y León
09559,Oña,Burgos,Castilla y León
09560,Espinosa de los Monteros,Burgos,Castilla y León
09566,Espinosa de los Monteros,Burgos,Castilla y León
09567,Espinosa de los Monteros,Burgos,Castilla y León
09567,Merindad de Sotoscueva,Burgos,Castilla y León
09568,Merindad de Sotoscueva,Burgos,Castilla y León
09569,Espinosa de los Monteros,Burgos,Castilla y León
09569,Merindad de Montija,Burgos,Castilla y León
09570,Arija,Burgos,Castilla y León
09571,Alfoz de Bricia,Burgos,Castilla y León
09571,Alfoz de Santa Gadea,Burgos,Castilla y León
09571,Valle de Valdebezana,Burgos,Castilla y León
09572,Alfoz de Bricia,Burgos,Castilla y León
09572,Valle de Manzanedo,Burgos,Castilla y León
09572,Valle de Valdebezana,Burgos,Castilla y León
09573,Merindad de Valdeporres,Burgos,Castilla y León
09574,Merindad de Valdeporres,Burgos,Castilla y León
09580,Valle de Mena,Burgos,Castilla y León
09585,Valle de Mena,Burgos,Castilla y León
09586,Valle de Mena,Burgos,Castilla y León
09587,Valle de Mena,Burgos,Castilla y León
09588,Valle de Mena,Burgos,Castilla y León
09589,Valle de Mena,Burgos,Castilla y León
09591,Valle de las Navas,Burgos,Castilla y León
09591,Merindad de Río Ubierna,Burgos,Castilla y León
09592,Carcedo de Bureba,Burgos,Castilla y León
09592,Poza de la Sal,Burgos,Castilla y León
09592,Rublacedo de Abajo,Burgos,Castilla y León
09593,Aguas Cándidas,Burgos,Castilla y León
09593,Cantabrana,Burgos,Castilla y León
09593,Oña,Burgos,Castilla y León
09593,Padrones de Bureba,Burgos,Castilla y León
09593,Rucandio,Burgos,Castilla y León
09593,Salas de Bureba,Burgos,Castilla y León
09594,Merindad de Cuesta-Urria,Burgos,Castilla y León
09600,Salas de los Infantes,Burgos,Castilla y León
09610,Ciruelos de Cervera,Burgos,Castilla y León
09610,Espinosa de Cervera,Burgos,Castilla y León
09610,Santo Domingo de Silos,Burgos,Castilla y León
09611,Carazo,Burgos,Castilla y León
09611,Hacinas,Burgos,Castilla y León
09611,Olmillos de Muñó,Burgos,Castilla y León
09611,Villanueva de Carazo,Burgos,Castilla y León
09612,Cabezón de la Sierra,Burgos,Castilla y León
09612,La Gallega,Burgos,Castilla y León
09612,Mamolar,Burgos,Castilla y León
09612,Pinilla de los Barruecos,Burgos,Castilla y León
09613,Barbadillo del Mercado,Burgos,Castilla y León
09613,Contreras,Burgos,Castilla y León
09613,Monasterio de la Sierra,Burgos,Castilla y León
09613,Pinilla de los Moros,Burgos,Castilla y León
09613,La Revilla y Ahedo,Burgos,Castilla y León
09613,Salas de los Infantes,Burgos,Castilla y León
09613,Vizcaínos,Burgos,Castilla y León
09614,Barbadillo del Pez,Burgos,Castilla y León
09614,Huerta de Arriba,Burgos,Castilla y León
09614,Valle de Valdelaguna,Burgos,Castilla y León
09615,Barbadillo de Herreros,Burgos,Castilla y León
09615,Monterrubio de la Demanda,Burgos,Castilla y León
09615,Riocavado de la Sierra,Burgos,Castilla y León
09615,Salas de los Infantes,Burgos,Castilla y León
09616,Tejada,Burgos,Castilla y León
09617,Santibáñez del Val,Burgos,Castilla y León
09618,Santibáñez del Val,Burgos,Castilla y León
09619,Hontoria del Pinar,Burgos,Castilla y León
09620,Modúbar de la Emparedada,Burgos,Castilla y León
09620,Revillarruz,Burgos,Castilla y León
09620,Saldaña de Burgos,Burgos,Castilla y León
09620,Sarracín,Burgos,Castilla y León
09640,Cascajares de la Sierra,Burgos,Castilla y León
09640,Hortigüela,Burgos,Castilla y León
09640,Jaramillo de la Fuente,Burgos,Castilla y León
09640,Jaramillo Quemado,Burgos,Castilla y León
09640,Jurisdicción de Lara,Burgos,Castilla y León
09640,Mambrillas de Lara,Burgos,Castilla y León
09640,San Millán de Lara,Burgos,Castilla y León
09640,Tinieblas de la Sierra,Burgos,Castilla y León
09640,Villaespasa,Burgos,Castilla y León
09640,Villoruebo,Burgos,Castilla y León
09641,Cuevas de San Clemente,Burgos,Castilla y León
09642,Los Ausines,Burgos,Castilla y León
09642,Mambrillas de Lara,Burgos,Castilla y León
09645,Torrelara,Burgos,Castilla y León
09646,Villoruebo,Burgos,Castilla y León
09647,Revilla del Campo,Burgos,Castilla y León
09649,Palazuelos de la Sierra,Burgos,Castilla y León
09649,Tinieblas de la Sierra,Burgos,Castilla y León
09649,Villamiel de la Sierra,Burgos,Castilla y León
09650,Campolara,Burgos,Castilla y León
09650,Villaespasa,Burgos,Castilla y León
09651,Jurisdicción de Lara,Burgos,Castilla y León
09652,Villanueva de Argaño,Burgos,Castilla y León
09653,Isar,Burgos,Castilla y León
09654,Isar,Burgos,Castilla y León
09660,Hontoria del Pinar,Burgos,Castilla y León
09660,Rabanera del Pinar,Burgos,Castilla y León
09670,Quintanar de la Sierra,Burgos,Castilla y León
09679,Neila,Burgos,Castilla y León
09680,Palacios de la Sierra,Burgos,Castilla y León
09690,Vilviestre del Pinar,Burgos,Castilla y León
09691,Castrillo de la Reina,Burgos,Castilla y León
09691,Moncalvillo,Burgos,Castilla y León
09692,Canicosa de la Sierra,Burgos,Castilla y León
09693,Regumiel de la Sierra,Burgos,Castilla y León
10001,Cáceres,Cáceres,Extremadura
10002,Cáceres,Cáceres,Extremadura
10003,Cáceres,Cáceres,Extremadura
10004,Cáceres,Cáceres,Extremadura
10005,Cáceres,Cáceres,Extremadura
10100,Miajadas,Cáceres,Extremadura
10109,Miajadas,Cáceres,Extremadura
10110,Madrigalejo,Cáceres,Extremadura
10120,Logrosán,Cáceres,Extremadura
10126,Cabañas del Castillo,Cáceres,Extremadura
10129,Berzocana,Cáceres,Extremadura
10130,Zorita,Cáceres,Extremadura
10131,Valdemorales,Cáceres,Extremadura
10132,Almoharín,Cáceres,Extremadura
10133,Escurial,Cáceres,Extremadura
10134,Campo Lugar,Cáceres,Extremadura
10135,Alcollarín,Cáceres,Extremadura
10136,Cañamero,Cáceres,Extremadura
10137,Alía,Cáceres,Extremadura
10140,Guadalupe,Cáceres,Extremadura
10160,Alcuéscar,Cáceres,Extremadura
10161,Arroyomolinos,Cáceres,Extremadura
10162,Casas de Don Antonio,Cáceres,Extremadura
10163,Aldea del Cano,Cáceres,Extremadura
10164,Cáceres,Cáceres,Extremadura
10170,Montánchez,Cáceres,Extremadura
10180,Valdefuentes,Cáceres,Extremadura
10181,Sierra de Fuentes,Cáceres,Extremadura
10182,Torreorgaz,Cáceres,Extremadura
10183,Torrequemada,Cáceres,Extremadura
10184,Torremocha,Cáceres,Extremadura
10185,Benquerencia,Cáceres,Extremadura
10186,Torre de Santa María,Cáceres,Extremadura
10187,Albalá,Cáceres,Extremadura
10188,Botija,Cáceres,Extremadura
10189,Salvatierra de Santiago,Cáceres,Extremadura
10189,Santa Ana,Cáceres,Extremadura
10189,Zarza de Montánchez,Cáceres,Extremadura
10190,Casar de Cáceres,Cáceres,Extremadura
10191,Santiago del Campo,Cáceres,Extremadura
10192,Hinojal,Cáceres,Extremadura
10193,Talaván,Cáceres,Extremadura
10194,Monroy,Cáceres,Extremadura
10195,Cáceres,Cáceres,Extremadura
10198,Santa Marta de Magasca,Cáceres,Extremadura
10199,Cáceres,Cáceres,Extremadura
10200,Trujillo,Cáceres,Extremadura
10210,Madroñera,Cáceres,Extremadura
10220,Trujillo,Cáceres,Extremadura
10230,Herguijuela,Cáceres,Extremadura
10240,Conquista de la Sierra,Cáceres,Extremadura
10250,Garciaz,Cáceres,Extremadura
10251,Aldeacentenera,Cáceres,Extremadura
10252,Torrecillas de la Tiesa,Cáceres,Extremadura
10260,Santa Cruz de la Sierra,Cáceres,Extremadura
10261,Puerto de Santa Cruz,Cáceres,Extremadura
10262,Abertura,Cáceres,Extremadura
10263,Villamesías,Cáceres,Extremadura
10269,Robledillo de Trujillo,Cáceres,Extremadura
10270,La Cumbre,Cáceres,Extremadura
10271,Plasenzuela,Cáceres,Extremadura
10272,Ruanes,Cáceres,Extremadura
10280,Ibahernando,Cáceres,Extremadura
10290,Trujillo,Cáceres,Extremadura
10291,Trujillo,Cáceres,Extremadura
10292,Trujillo,Cáceres,Extremadura
10300,Navalmoral de la Mata,Cáceres,Extremadura
10310,Talayuela,Cáceres,Extremadura
10317,Collado de la Vera,Cáceres,Extremadura
10318,Talayuela,Cáceres,Extremadura
10319,Talayuela,Cáceres,Extremadura
10320,Bohonal de Ibor,Cáceres,Extremadura
10328,Fresnedoso de Ibor,Cáceres,Extremadura
10329,Campillo de Deleitosa,Cáceres,Extremadura
10329,Mesas de Ibor,Cáceres,Extremadura
10329,Valdecañas de Tajo,Cáceres,Extremadura
10330,Villar del Pedroso,Cáceres,Extremadura
10331,Carrascalejo,Cáceres,Extremadura
10331,Villar del Pedroso,Cáceres,Extremadura
10332,Valdelacasa de Tajo,Cáceres,Extremadura
10333,Garvín,Cáceres,Extremadura
10334,Peraleda de San Román,Cáceres,Extremadura
10335,Peraleda de la Mata,Cáceres,Extremadura
10340,Castañar de Ibor,Cáceres,Extremadura
10341,Navalvillar de Ibor,Cáceres,Extremadura
10350,Almaraz,Cáceres,Extremadura
10359,Higuera de Albalat,Cáceres,Extremadura
10359,Romangordo,Cáceres,Extremadura
10360,Casas de Miravete,Cáceres,Extremadura
10370,Deleitosa,Cáceres,Extremadura
10371,Robledollano,Cáceres,Extremadura
10372,Cabañas del Castillo,Cáceres,Extremadura
10373,Cabañas del Castillo,Cáceres,Extremadura
10374,Navezuelas,Cáceres,Extremadura
10380,Jaraicejo,Cáceres,Extremadura
10390,Saucedilla,Cáceres,Extremadura
10391,Rosalejo,Cáceres,Extremadura
10392,Berrocalejo,Cáceres,Extremadura
10392,El Gordo,Cáceres,Extremadura
10393,Valdehúncar,Cáceres,Extremadura
10394,Belvís de Monroy,Cáceres,Extremadura
10394,Millanes,Cáceres,Extremadura
10400,Jaraíz de la Vera,Cáceres,Extremadura
10410,Arroyomolinos de la Vera,Cáceres,Extremadura
10411,Pasarón de la Vera,Cáceres,Extremadura
10412,Garganta la Olla,Cáceres,Extremadura
10413,Torremenga,Cáceres,Extremadura
10414,Collado de la Vera,Cáceres,Extremadura
10420,Tejeda de Tiétar,Cáceres,Extremadura
10430,Cuacos de Yuste,Cáceres,Extremadura
10440,Aldeanueva de la Vera,Cáceres,Extremadura
10450,Jarandilla de la Vera,Cáceres,Extremadura
10459,Guijo de Santa Bárbara,Cáceres,Extremadura
10460,Losar de la Vera,Cáceres,Extremadura
10470,Villanueva de la Vera,Cáceres,Extremadura
10480,Madrigal de la Vera,Cáceres,Extremadura
10490,Valverde de la Vera,Cáceres,Extremadura
